X,Y
0.269279E+0010,0.524741E+0009
0.269245E+0010,0.526593E+0009
0.269210E+0010,0.528444E+0009
0.269175E+0010,0.530296E+0009
0.269140E+0010,0.532147E+0009
0.269105E+0010,0.533998E+0009
0.269070E+0010,0.535848E+0009
0.269035E+0010,0.537698E+0009
0.268999E+0010,0.539549E+0009
0.268964E+0010,0.541398E+0009
0.268928E+0010,0.543248E+0009
0.268892E+0010,0.545097E+0009
0.268856E+0010,0.546946E+0009
0.268820E+0010,0.548795E+0009
0.268784E+0010,0.550644E+0009
0.268748E+0010,0.552492E+0009
0.268711E+0010,0.554340E+0009
0.268675E+0010,0.556188E+0009
0.268638E+0010,0.558036E+0009
0.268601E+0010,0.559883E+0009
0.268564E+0010,0.561730E+0009
0.268527E+0010,0.563577E+0009
0.268490E+0010,0.565424E+0009
0.268453E+0010,0.567270E+0009
0.268415E+0010,0.569116E+0009
0.268378E+0010,0.570962E+0009
0.268340E+0010,0.572807E+0009
0.268303E+0010,0.574653E+0009
0.268265E+0010,0.576498E+0009
0.268227E+0010,0.578342E+0009
0.268189E+0010,0.580187E+0009
0.268150E+0010,0.582031E+0009
0.268112E+0010,0.583875E+0009
0.268074E+0010,0.585719E+0009
0.268035E+0010,0.587562E+0009
0.267996E+0010,0.589406E+0009
0.267957E+0010,0.591249E+0009
0.267918E+0010,0.593091E+0009
0.267879E+0010,0.594934E+0009
0.267840E+0010,0.596776E+0009
0.267801E+0010,0.598618E+0009
0.267761E+0010,0.600459E+0009
0.267722E+0010,0.602300E+0009
0.267682E+0010,0.604142E+0009
0.267642E+0010,0.605982E+0009
0.267602E+0010,0.607823E+0009
0.267562E+0010,0.609663E+0009
0.267522E+0010,0.611503E+0009
0.267482E+0010,0.613343E+0009
0.267441E+0010,0.615182E+0009
0.267401E+0010,0.617021E+0009
0.267360E+0010,0.618860E+0009
0.267320E+0010,0.620699E+0009
0.267279E+0010,0.622537E+0009
0.267238E+0010,0.624375E+0009
0.267196E+0010,0.626213E+0009
0.267155E+0010,0.628050E+0009
0.267114E+0010,0.629887E+0009
0.267072E+0010,0.631724E+0009
0.267031E+0010,0.633561E+0009
0.266989E+0010,0.635397E+0009
0.266947E+0010,0.637233E+0009
0.266905E+0010,0.639069E+0009
0.266863E+0010,0.640904E+0009
0.266821E+0010,0.642739E+0009
0.266778E+0010,0.644574E+0009
0.266736E+0010,0.646409E+0009
0.266693E+0010,0.648243E+0009
0.266651E+0010,0.650077E+0009
0.266608E+0010,0.651911E+0009
0.266565E+0010,0.653744E+0009
0.266522E+0010,0.655577E+0009
0.266479E+0010,0.657410E+0009
0.266435E+0010,0.659242E+0009
0.266392E+0010,0.661075E+0009
0.266348E+0010,0.662906E+0009
0.266305E+0010,0.664738E+0009
0.266261E+0010,0.666569E+0009
