X,Y
0.724290E+0009,0.158064E+0009
0.724186E+0009,0.158566E+0009
0.724081E+0009,0.159069E+0009
0.723976E+0009,0.159571E+0009
0.723871E+0009,0.160073E+0009
0.723765E+0009,0.160575E+0009
0.723659E+0009,0.161077E+0009
0.723552E+0009,0.161579E+0009
0.723446E+0009,0.162081E+0009
0.723339E+0009,0.162583E+0009
0.723231E+0009,0.163084E+0009
0.723123E+0009,0.163586E+0009
0.723015E+0009,0.164087E+0009
0.722907E+0009,0.164589E+0009
0.722798E+0009,0.165090E+0009
0.722689E+0009,0.165592E+0009
0.722580E+0009,0.166093E+0009
0.722470E+0009,0.166594E+0009
0.722360E+0009,0.167095E+0009
0.722250E+0009,0.167596E+0009
0.722139E+0009,0.168097E+0009
0.722028E+0009,0.168598E+0009
0.721917E+0009,0.169099E+0009
0.721805E+0009,0.169600E+0009
0.721693E+0009,0.170100E+0009
0.721580E+0009,0.170601E+0009
0.721468E+0009,0.171101E+0009
0.721355E+0009,0.171602E+0009
0.721241E+0009,0.172102E+0009
0.721128E+0009,0.172602E+0009
0.721014E+0009,0.173102E+0009
0.720899E+0009,0.173602E+0009
0.720785E+0009,0.174102E+0009
0.720670E+0009,0.174602E+0009
0.720555E+0009,0.175102E+0009
0.720439E+0009,0.175602E+0009
0.720323E+0009,0.176102E+0009
0.720207E+0009,0.176601E+0009
0.720090E+0009,0.177101E+0009
0.719973E+0009,0.177600E+0009
0.719856E+0009,0.178100E+0009
0.719738E+0009,0.178599E+0009
0.719620E+0009,0.179098E+0009
0.719502E+0009,0.179597E+0009
0.719383E+0009,0.180096E+0009
0.719264E+0009,0.180595E+0009
0.719145E+0009,0.181094E+0009
0.719026E+0009,0.181593E+0009
0.718906E+0009,0.182092E+0009
0.718785E+0009,0.182590E+0009
0.718665E+0009,0.183089E+0009
0.718544E+0009,0.183587E+0009
0.718423E+0009,0.184086E+0009
0.718301E+0009,0.184584E+0009
0.718179E+0009,0.185082E+0009
0.718057E+0009,0.185580E+0009
0.717935E+0009,0.186078E+0009
0.717812E+0009,0.186576E+0009
0.717689E+0009,0.187074E+0009
0.717565E+0009,0.187572E+0009
0.717441E+0009,0.188070E+0009
0.717317E+0009,0.188567E+0009
0.717193E+0009,0.189065E+0009
0.717068E+0009,0.189562E+0009
0.716943E+0009,0.190060E+0009
0.716817E+0009,0.190557E+0009
0.716691E+0009,0.191054E+0009
0.716565E+0009,0.191551E+0009
0.716439E+0009,0.192048E+0009
0.716312E+0009,0.192545E+0009
0.716185E+0009,0.193042E+0009
0.716057E+0009,0.193539E+0009
0.715930E+0009,0.194035E+0009
0.715802E+0009,0.194532E+0009
0.715673E+0009,0.195028E+0009
0.715544E+0009,0.195525E+0009
0.715415E+0009,0.196021E+0009
0.715286E+0009,0.196517E+0009
0.715156E+0009,0.197013E+0009
0.715026E+0009,0.197509E+0009
0.714896E+0009,0.198005E+0009
0.714765E+0009,0.198501E+0009
0.714634E+0009,0.198997E+0009
0.714503E+0009,0.199493E+0009
0.714371E+0009,0.199988E+0009
0.714239E+0009,0.200484E+0009
0.714107E+0009,0.200979E+0009
0.713974E+0009,0.201474E+0009
0.713841E+0009,0.201970E+0009
0.713708E+0009,0.202465E+0009
0.713574E+0009,0.202960E+0009
0.713440E+0009,0.203455E+0009
0.713306E+0009,0.203950E+0009
0.713171E+0009,0.204444E+0009
0.713037E+0009,0.204939E+0009
0.712901E+0009,0.205434E+0009
0.712766E+0009,0.205928E+0009
0.712630E+0009,0.206422E+0009
0.712494E+0009,0.206917E+0009
0.712357E+0009,0.207411E+0009
0.712220E+0009,0.207905E+0009
0.712083E+0009,0.208399E+0009
0.711946E+0009,0.208893E+0009
0.711808E+0009,0.209387E+0009
0.711669E+0009,0.209880E+0009
0.711531E+0009,0.210374E+0009
0.711392E+0009,0.210868E+0009
0.711253E+0009,0.211361E+0009
0.711114E+0009,0.211854E+0009
0.710974E+0009,0.212348E+0009
0.710834E+0009,0.212841E+0009
0.710693E+0009,0.213334E+0009
0.710553E+0009,0.213827E+0009
0.710411E+0009,0.214319E+0009
0.710270E+0009,0.214812E+0009
0.710128E+0009,0.215305E+0009
0.709986E+0009,0.215797E+0009
0.709844E+0009,0.216290E+0009
0.709701E+0009,0.216782E+0009
0.709558E+0009,0.217275E+0009
0.709415E+0009,0.217767E+0009
0.709271E+0009,0.218259E+0009
0.709127E+0009,0.218751E+0009
0.708983E+0009,0.219243E+0009
0.708838E+0009,0.219734E+0009
0.708693E+0009,0.220226E+0009
0.708548E+0009,0.220718E+0009
0.708402E+0009,0.221209E+0009
0.708256E+0009,0.221700E+0009
0.708110E+0009,0.222192E+0009
0.707964E+0009,0.222683E+0009
0.707817E+0009,0.223174E+0009
0.707670E+0009,0.223665E+0009
0.707522E+0009,0.224156E+0009
0.707374E+0009,0.224646E+0009
0.707226E+0009,0.225137E+0009
0.707077E+0009,0.225628E+0009
0.706929E+0009,0.226118E+0009
0.706780E+0009,0.226608E+0009
0.706630E+0009,0.227099E+0009
0.706480E+0009,0.227589E+0009
0.706330E+0009,0.228079E+0009
0.706180E+0009,0.228569E+0009
0.706029E+0009,0.229059E+0009
0.705878E+0009,0.229548E+0009
0.705727E+0009,0.230038E+0009
0.705575E+0009,0.230527E+0009
0.705423E+0009,0.231017E+0009
0.705270E+0009,0.231506E+0009
0.705118E+0009,0.231995E+0009
0.704965E+0009,0.232484E+0009
0.704811E+0009,0.232973E+0009
0.704658E+0009,0.233462E+0009
0.704504E+0009,0.233951E+0009
0.704350E+0009,0.234440E+0009
0.704195E+0009,0.234928E+0009
0.704040E+0009,0.235417E+0009
0.703885E+0009,0.235905E+0009
0.703729E+0009,0.236393E+0009
0.703573E+0009,0.236881E+0009
0.703417E+0009,0.237369E+0009
0.703261E+0009,0.237857E+0009
0.703104E+0009,0.238345E+0009
0.702947E+0009,0.238833E+0009
0.702789E+0009,0.239320E+0009
0.702631E+0009,0.239808E+0009
0.702473E+0009,0.240295E+0009
0.702315E+0009,0.240783E+0009
0.702156E+0009,0.241270E+0009
0.701997E+0009,0.241757E+0009
0.701838E+0009,0.242244E+0009
0.701678E+0009,0.242731E+0009
0.701518E+0009,0.243217E+0009
0.701358E+0009,0.243704E+0009
0.701197E+0009,0.244190E+0009
0.701036E+0009,0.244677E+0009
0.700875E+0009,0.245163E+0009
0.700713E+0009,0.245649E+0009
0.700551E+0009,0.246135E+0009
0.700389E+0009,0.246621E+0009
0.700226E+0009,0.247107E+0009
0.700063E+0009,0.247593E+0009
0.699900E+0009,0.248078E+0009
0.699737E+0009,0.248564E+0009
0.699573E+0009,0.249049E+0009
0.699409E+0009,0.249534E+0009
0.699244E+0009,0.250020E+0009
0.699079E+0009,0.250505E+0009
0.698914E+0009,0.250990E+0009
0.698749E+0009,0.251474E+0009
0.698583E+0009,0.251959E+0009
0.698417E+0009,0.252444E+0009
0.698250E+0009,0.252928E+0009
0.698084E+0009,0.253412E+0009
0.697917E+0009,0.253897E+0009
0.697749E+0009,0.254381E+0009
0.697582E+0009,0.254865E+0009
0.697414E+0009,0.255349E+0009
0.697245E+0009,0.255832E+0009
0.697077E+0009,0.256316E+0009
0.696908E+0009,0.256800E+0009
0.696739E+0009,0.257283E+0009
0.696569E+0009,0.257766E+0009
0.696399E+0009,0.258249E+0009
0.696229E+0009,0.258733E+0009
0.696059E+0009,0.259216E+0009
0.695888E+0009,0.259698E+0009
0.695717E+0009,0.260181E+0009
0.695545E+0009,0.260664E+0009
0.695373E+0009,0.261146E+0009
0.695201E+0009,0.261629E+0009
0.695029E+0009,0.262111E+0009
0.694856E+0009,0.262593E+0009
0.694683E+0009,0.263075E+0009
0.694510E+0009,0.263557E+0009
0.694336E+0009,0.264039E+0009
0.694162E+0009,0.264520E+0009
0.693988E+0009,0.265002E+0009
0.693813E+0009,0.265483E+0009
0.693638E+0009,0.265964E+0009
0.693463E+0009,0.266446E+0009
0.693288E+0009,0.266927E+0009
0.693112E+0009,0.267408E+0009
0.692936E+0009,0.267888E+0009
0.692759E+0009,0.268369E+0009
0.692582E+0009,0.268850E+0009
0.692405E+0009,0.269330E+0009
0.692228E+0009,0.269810E+0009
0.692050E+0009,0.270291E+0009
0.691872E+0009,0.270771E+0009
0.691693E+0009,0.271251E+0009
0.691515E+0009,0.271730E+0009
0.691336E+0009,0.272210E+0009
0.691156E+0009,0.272690E+0009
0.690977E+0009,0.273169E+0009
0.690797E+0009,0.273648E+0009
0.690617E+0009,0.274128E+0009
0.690436E+0009,0.274607E+0009
0.690255E+0009,0.275086E+0009
0.690074E+0009,0.275564E+0009
0.689892E+0009,0.276043E+0009
0.689711E+0009,0.276522E+0009
0.689529E+0009,0.277000E+0009
0.689346E+0009,0.277479E+0009
0.689163E+0009,0.277957E+0009
0.688980E+0009,0.278435E+0009
0.688797E+0009,0.278913E+0009
0.688613E+0009,0.279391E+0009
0.688429E+0009,0.279868E+0009
0.688245E+0009,0.280346E+0009
0.688060E+0009,0.280823E+0009
0.687875E+0009,0.281301E+0009
0.687690E+0009,0.281778E+0009
0.687504E+0009,0.282255E+0009
0.687319E+0009,0.282732E+0009
0.687132E+0009,0.283209E+0009
0.686946E+0009,0.283685E+0009
0.686759E+0009,0.284162E+0009
0.686572E+0009,0.284638E+0009
0.686384E+0009,0.285115E+0009
0.686197E+0009,0.285591E+0009
0.686009E+0009,0.286067E+0009
0.685820E+0009,0.286543E+0009
0.685632E+0009,0.287018E+0009
0.685443E+0009,0.287494E+0009
0.685253E+0009,0.287970E+0009
0.685064E+0009,0.288445E+0009
0.684874E+0009,0.288920E+0009
0.684684E+0009,0.289395E+0009
0.684493E+0009,0.289870E+0009
0.684302E+0009,0.290345E+0009
0.684111E+0009,0.290820E+0009
0.683920E+0009,0.291295E+0009
0.683728E+0009,0.291769E+0009
0.683536E+0009,0.292243E+0009
0.683343E+0009,0.292718E+0009
0.683151E+0009,0.293192E+0009
0.682958E+0009,0.293666E+0009
0.682764E+0009,0.294139E+0009
0.682571E+0009,0.294613E+0009
0.682377E+0009,0.295087E+0009
0.682182E+0009,0.295560E+0009
0.681988E+0009,0.296033E+0009
0.681793E+0009,0.296506E+0009
0.681598E+0009,0.296979E+0009
0.681402E+0009,0.297452E+0009
0.681206E+0009,0.297925E+0009
0.681010E+0009,0.298398E+0009
0.680814E+0009,0.298870E+0009
0.680617E+0009,0.299342E+0009
0.680420E+0009,0.299815E+0009
0.680223E+0009,0.300287E+0009
0.680025E+0009,0.300759E+0009
0.679827E+0009,0.301230E+0009
0.679629E+0009,0.301702E+0009
0.679430E+0009,0.302173E+0009
0.679232E+0009,0.302645E+0009
0.679032E+0009,0.303116E+0009
0.678833E+0009,0.303587E+0009
0.678633E+0009,0.304058E+0009
0.678433E+0009,0.304529E+0009
0.678233E+0009,0.305000E+0009
0.678032E+0009,0.305470E+0009
0.677831E+0009,0.305941E+0009
0.677629E+0009,0.306411E+0009
0.677428E+0009,0.306881E+0009
0.677226E+0009,0.307351E+0009
0.677024E+0009,0.307821E+0009
0.676821E+0009,0.308291E+0009
0.676618E+0009,0.308760E+0009
0.676415E+0009,0.309230E+0009
0.676212E+0009,0.309699E+0009
0.676008E+0009,0.310168E+0009
0.675804E+0009,0.310637E+0009
0.675599E+0009,0.311106E+0009
0.675395E+0009,0.311575E+0009
0.675190E+0009,0.312043E+0009
0.674984E+0009,0.312512E+0009
0.674779E+0009,0.312980E+0009
0.674573E+0009,0.313448E+0009
0.674367E+0009,0.313916E+0009
0.674160E+0009,0.314384E+0009
0.673953E+0009,0.314852E+0009
0.673746E+0009,0.315320E+0009
0.673539E+0009,0.315787E+0009
0.673331E+0009,0.316254E+0009
0.673123E+0009,0.316721E+0009
0.672915E+0009,0.317189E+0009
0.672706E+0009,0.317655E+0009
0.672497E+0009,0.318122E+0009
0.672288E+0009,0.318589E+0009
0.672078E+0009,0.319055E+0009
0.671868E+0009,0.319522E+0009
0.671658E+0009,0.319988E+0009
0.671448E+0009,0.320454E+0009
0.671237E+0009,0.320920E+0009
0.671026E+0009,0.321385E+0009
0.670814E+0009,0.321851E+0009
0.670603E+0009,0.322316E+0009
0.670391E+0009,0.322782E+0009
0.670178E+0009,0.323247E+0009
0.669966E+0009,0.323712E+0009
0.669753E+0009,0.324177E+0009
0.669540E+0009,0.324641E+0009
0.669326E+0009,0.325106E+0009
0.669112E+0009,0.325570E+0009
0.668898E+0009,0.326035E+0009
0.668684E+0009,0.326499E+0009
0.668469E+0009,0.326963E+0009
0.668254E+0009,0.327427E+0009
0.668039E+0009,0.327890E+0009
0.667823E+0009,0.328354E+0009
0.667607E+0009,0.328817E+0009
0.667391E+0009,0.329281E+0009
0.667174E+0009,0.329744E+0009
0.666958E+0009,0.330207E+0009
0.666740E+0009,0.330669E+0009
0.666523E+0009,0.331132E+0009
0.666305E+0009,0.331594E+0009
0.666087E+0009,0.332057E+0009
0.665869E+0009,0.332519E+0009
0.665650E+0009,0.332981E+0009
0.665431E+0009,0.333443E+0009
0.665212E+0009,0.333905E+0009
0.664993E+0009,0.334366E+0009
0.664773E+0009,0.334828E+0009
0.664553E+0009,0.335289E+0009
0.664332E+0009,0.335750E+0009
0.664112E+0009,0.336211E+0009
0.663891E+0009,0.336672E+0009
0.663669E+0009,0.337133E+0009
0.663448E+0009,0.337593E+0009
0.663226E+0009,0.338054E+0009
0.663003E+0009,0.338514E+0009
0.662781E+0009,0.338974E+0009
0.662558E+0009,0.339434E+0009
0.662335E+0009,0.339894E+0009
0.662112E+0009,0.340353E+0009
0.661888E+0009,0.340813E+0009
0.661664E+0009,0.341272E+0009
0.661440E+0009,0.341731E+0009
0.661215E+0009,0.342190E+0009
0.660990E+0009,0.342649E+0009
0.660765E+0009,0.343108E+0009
0.660539E+0009,0.343566E+0009
0.660313E+0009,0.344025E+0009
0.660087E+0009,0.344483E+0009
0.659861E+0009,0.344941E+0009
0.659634E+0009,0.345399E+0009
0.659407E+0009,0.345857E+0009
0.659180E+0009,0.346314E+0009
0.658952E+0009,0.346772E+0009
0.658725E+0009,0.347229E+0009
0.658496E+0009,0.347686E+0009
0.658268E+0009,0.348143E+0009
0.658039E+0009,0.348600E+0009
0.657810E+0009,0.349057E+0009
0.657581E+0009,0.349513E+0009
0.657351E+0009,0.349970E+0009
0.657121E+0009,0.350426E+0009
0.656891E+0009,0.350882E+0009
0.656660E+0009,0.351338E+0009
0.656429E+0009,0.351793E+0009
0.656198E+0009,0.352249E+0009
0.655967E+0009,0.352704E+0009
